GeneID	Chromosome	Chromosome start	Type of variation	cor
GRMZM2G700448	chr8	28748916	DownCNV/PAV	
GRMZM2G409067	chr8	30896547	DownCNV/PAV	
GRMZM2G413717	chr8	31591447	DownCNV/PAV	0.875086939
GRMZM2G429057	chr8	31825214	DownCNV/PAV	0.81752654
GRMZM2G052352	chr8	33029047	DownCNV/PAV	0.780796114
GRMZM2G064521	chr8	33298528	DownCNV/PAV	0.585603516
GRMZM2G171346	chr8	34166228	DownCNV/PAV	0.635702394
GRMZM2G388674	chr8	34482221	DownCNV/PAV	
GRMZM2G086897	chr8	34485281	DownCNV/PAV	0.681670765
GRMZM2G352619	chr8	34673993	UpCNV	
GRMZM2G096897	chr8	36000218	DownCNV/PAV	0.884708719
GRMZM2G103914	chr8	36334282	DownCNV/PAV	0.711467928
GRMZM2G009719	chr8	36507141	DownCNV/PAV	0.889926116
GRMZM2G328221	chr8	36694359	DownCNV/PAV	
GRMZM2G038152	chr8	36694678	DownCNV/PAV	0.912348168
GRMZM2G100601	chr8	38870424	UpCNV	0.748439956
GRMZM2G700476	chr8	44253024	DownCNV/PAV	0.837801682
AC187870.3_FG002	chr8	44989753	UpCNV	0.858833428
AC198230.4_FG003	chr8	46791358	UpCNV	0.869225145
GRMZM2G051758	chr8	48251058	DownCNV/PAV	0.745996691
GRMZM2G049565	chr8	49403533	DownCNV/PAV	0.670162697
GRMZM2G180488	chr8	51435217	DownCNV/PAV	0.703353194
GRMZM2G462239	chr8	53238913	UpCNV	0.769918808
GRMZM2G354804	chr8	54257250	UpCNV	
GRMZM2G123390	chr8	56908565	UpCNV	0.75278831
GRMZM2G162727	chr8	57861332	DownCNV/PAV	0.807809166
GRMZM2G079873	chr8	59305847	DownCNV/PAV	
GRMZM2G177760	chr8	59365412	DownCNV/PAV	
GRMZM2G083875	chr8	59901165	UpCNV	0.601802401
GRMZM2G700501	chr8	61060452	DownCNV/PAV	
GRMZM2G101149	chr8	65683755	UpCNV	0.805309659
GRMZM2G388453	chr8	70339634	DownCNV/PAV	0.914255709
GRMZM2G100982	chr8	70695228	DownCNV/PAV	0.748930376
AC234185.1_FG003	chr8	71046581	DownCNV/PAV	
GRMZM2G404011	chr8	71468370	UpCNV	0.802392336
GRMZM2G363805	chr8	72005873	DownCNV/PAV	0.633115629
GRMZM2G109708	chr8	73244587	DownCNV/PAV	
GRMZM2G100776	chr8	73501929	DownCNV/PAV	0.623262712
GRMZM2G149326	chr8	73581893	DownCNV/PAV	0.570913307
GRMZM2G002010	chr8	77672042	DownCNV/PAV	0.610165392
GRMZM2G009157	chr8	79022567	UpCNV	0.928153554
GRMZM2G700538	chr8	80973900	DownCNV/PAV	
GRMZM2G160024	chr8	83197990	DownCNV/PAV	0.775495816
AC194439.3_FG002	chr8	84211228	DownCNV/PAV	0.840785685
GRMZM2G135506	chr8	84449667	DownCNV/PAV	
GRMZM2G037012	chr8	84839904	DownCNV/PAV	0.816666126
GRMZM2G429611	chr8	85686334	DownCNV/PAV	0.79736479
GRMZM2G023520	chr8	86095552	UpCNV	0.860241846
GRMZM2G415157	chr8	86546652	DownCNV/PAV	0.568142242
GRMZM2G009114	chr8	88424829	DownCNV/PAV	
GRMZM2G135530	chr8	88554981	DownCNV/PAV	
GRMZM2G058036	chr8	89910026	DownCNV/PAV	0.819447823
GRMZM2G104234	chr8	90291821	DownCNV/PAV	0.353476489
GRMZM2G474755	chr8	90418445	DownCNV/PAV	0.804875855
GRMZM2G700556	chr8	91551366	DownCNV/PAV	0.866366561
GRMZM2G061450	chr8	92001848	DownCNV/PAV	0.850121618
GRMZM2G700558	chr8	92334249	DownCNV/PAV	0.804509937
GRMZM2G356523	chr8	96145775	UpCNV	0.840178155
GRMZM2G162278	chr8	96355198	DownCNV/PAV	0.588335522
GRMZM2G700565	chr8	96373573	DownCNV/PAV	
GRMZM2G700569	chr8	97764565	DownCNV/PAV	0.70484344
GRMZM2G700571	chr8	97875322	DownCNV/PAV	0.575094791
GRMZM2G700573	chr8	97922446	DownCNV/PAV	0.542455607
GRMZM2G700576	chr8	97967294	DownCNV/PAV	0.800944099
GRMZM2G373958	chr8	98028116	DownCNV/PAV	0.900400898
GRMZM2G046824	chr8	98396607	UpCNV	0.924747752
GRMZM2G365197	chr8	98901473	DownCNV/PAV	
GRMZM2G001911	chr8	98909152	DownCNV/PAV	
GRMZM2G700580	chr8	98963558	Both	0.746319343
GRMZM2G061766	chr8	99006900	DownCNV/PAV	0.910842874
GRMZM2G383819	chr8	99218173	DownCNV/PAV	0.619474444
GRMZM2G319684	chr8	99274885	DownCNV/PAV	
GRMZM2G034495	chr8	100211071	DownCNV/PAV	0.729268085
AC203955.3_FG005	chr8	103242456	DownCNV/PAV	0.701701645
GRMZM2G700585	chr8	103403279	DownCNV/PAV	0.440090543
GRMZM2G080889	chr8	104276825	UpCNV	0.882369265
GRMZM2G141725	chr8	104745274	DownCNV/PAV	0.731084933
GRMZM2G361044	chr8	104826719	DownCNV/PAV	
GRMZM2G700595	chr8	107378316	DownCNV/PAV	0.763400368
GRMZM2G015368	chr8	108168194	DownCNV/PAV	0.830616889
GRMZM2G061408	chr8	108233487	DownCNV/PAV	
GRMZM2G053882	chr8	110530290	DownCNV/PAV	0.671987209
GRMZM2G050286	chr8	110974179	DownCNV/PAV	0.852855778
GRMZM2G700603	chr8	111042414	DownCNV/PAV	0.882632058
GRMZM2G061718	chr8	111265586	DownCNV/PAV	0.892660937
GRMZM2G324727	chr8	112073467	DownCNV/PAV	0.800840263
GRMZM2G407522	chr8	112605599	DownCNV/PAV	0.411107756
GRMZM2G008032	chr8	115300238	DownCNV/PAV	0.673682989
GRMZM2G700618	chr8	115961228	DownCNV/PAV	
GRMZM2G051045	chr8	116183164	DownCNV/PAV	0.742307239
GRMZM2G352101	chr8	116184215	DownCNV/PAV	
GRMZM2G138844	chr8	117831222	DownCNV/PAV	0.776877105
GRMZM2G405844	chr8	118413168	DownCNV/PAV	0.261250466
GRMZM2G103793	chr8	118414979	DownCNV/PAV	0.304017611
GRMZM2G441548	chr8	118452205	DownCNV/PAV	0.595767293
GRMZM2G073324	chr8	118545106	DownCNV/PAV	0.795637692
GRMZM2G073235	chr8	118545146	DownCNV/PAV	
GRMZM2G340224	chr8	118750905	DownCNV/PAV	0.886580047
GRMZM2G332410	chr8	119204492	Both	0.771846367
AC209819.3_FG010	chr8	121582849	DownCNV/PAV	0.624248064
GRMZM2G350023	chr8	122530306	DownCNV/PAV	0.755122271
AC233864.1_FG014	chr8	122713730	DownCNV/PAV	0.625206074
AC205471.4_FG008	chr8	123812904	DownCNV/PAV	0.838127085
AC205471.4_FG006	chr8	123880113	DownCNV/PAV	
AC210792.5_FG003	chr8	124825400	DownCNV/PAV	0.696075389
AC208327.4_FG002	chr8	125123620	UpCNV	0.796639202
GRMZM2G389015	chr8	125273903	UpCNV	0.824340801
GRMZM2G141066	chr8	125495587	DownCNV/PAV	
GRMZM2G150474	chr8	126385243	DownCNV/PAV	0.84733763
GRMZM2G355389	chr8	126870873	DownCNV/PAV	0.700253
GRMZM2G165930	chr8	127204251	DownCNV/PAV	
GRMZM2G073842	chr8	127571361	DownCNV/PAV	0.790791146
GRMZM2G084369	chr8	128348449	DownCNV/PAV	0.723234014
GRMZM2G043855	chr8	128502037	DownCNV/PAV	0.488824092
GRMZM2G034043	chr8	129380876	DownCNV/PAV	0.923917094
GRMZM2G064715	chr8	129876425	UpCNV	0.861790635
GRMZM2G700662	chr8	130470767	DownCNV/PAV	0.568600064
GRMZM2G700664	chr8	130476810	DownCNV/PAV	
GRMZM2G062706	chr8	130824826	UpCNV	0.554820971
GRMZM2G005552	chr8	131866951	DownCNV/PAV	0.888858631
GRMZM2G099082	chr8	132337728	DownCNV/PAV	0.307141772
GRMZM2G700673	chr8	133250335	DownCNV/PAV	0.572500774
GRMZM2G020471	chr8	133549535	DownCNV/PAV	0.685084002
GRMZM2G101664	chr8	134399139	DownCNV/PAV	0.885384327
GRMZM2G456840	chr8	134460229	DownCNV/PAV	
GRMZM2G463983	chr8	134825855	DownCNV/PAV	0.598266132
GRMZM2G160719	chr8	135986973	DownCNV/PAV	0.868289898
GRMZM2G029833	chr8	136128562	DownCNV/PAV	0.639470281
GRMZM2G081626	chr8	136435646	DownCNV/PAV	0.78633495
GRMZM2G018901	chr8	136772496	DownCNV/PAV	0.927294127
GRMZM2G318123	chr8	137554987	DownCNV/PAV	
GRMZM2G304575	chr8	138631015	DownCNV/PAV	0.853633738
GRMZM2G372709	chr8	138654961	DownCNV/PAV	0.758098202
GRMZM2G063583	chr8	139266369	DownCNV/PAV	0.770084871
GRMZM2G328695	chr8	139311130	DownCNV/PAV	0.590616339
GRMZM2G150315	chr8	139491977	DownCNV/PAV	0.270751333
GRMZM2G323789	chr8	139797965	DownCNV/PAV	0.76760495
GRMZM2G175162	chr8	140343294	DownCNV/PAV	
GRMZM2G119407	chr8	140566606	DownCNV/PAV	0.828807109
GRMZM2G415541	chr8	141974249	DownCNV/PAV	
GRMZM2G147714	chr8	143038306	DownCNV/PAV	0.233480621
GRMZM2G074540	chr8	143744051	DownCNV/PAV	0.894053919
GRMZM2G028982	chr8	144066322	DownCNV/PAV	0.609649952
AC199439.4_FG005	chr8	144262357	DownCNV/PAV	0.608045015
GRMZM2G013712	chr8	144761575	DownCNV/PAV	0.431122286
GRMZM2G094165	chr8	145173537	DownCNV/PAV	0.77533761
GRMZM2G700700	chr8	145554937	DownCNV/PAV	
GRMZM2G512617	chr8	146147026	Both	0.631557467
AC196465.3_FG002	chr8	148525931	DownCNV/PAV	
GRMZM2G160990	chr8	148619707	DownCNV/PAV	0.901051938
GRMZM2G009732	chr8	149495407	DownCNV/PAV	0.65348466
GRMZM2G451147	chr8	150736409	DownCNV/PAV	0.737465813
GRMZM2G164640	chr8	150805686	DownCNV/PAV	0.840583426
GRMZM2G393150	chr8	150826317	DownCNV/PAV	
GRMZM2G700713	chr8	151507910	UpCNV	
GRMZM2G047479	chr8	152065976	DownCNV/PAV	0.591665931
GRMZM2G465977	chr8	152693739	UpCNV	
GRMZM2G301853	chr8	153385508	DownCNV/PAV	
GRMZM2G042019	chr8	154091871	DownCNV/PAV	
GRMZM2G151245	chr8	154333011	DownCNV/PAV	0.881200396
GRMZM2G151252	chr8	154334660	DownCNV/PAV	0.90796582
GRMZM2G700730	chr8	155039590	DownCNV/PAV	
GRMZM2G138995	chr8	155171494	DownCNV/PAV	0.905448799
GRMZM2G167863	chr8	155605649	DownCNV/PAV	0.699529682
GRMZM2G118644	chr8	156000307	DownCNV/PAV	0.922952092
GRMZM2G340313	chr8	156374228	DownCNV/PAV	0.873709604
GRMZM2G077776	chr8	156409128	DownCNV/PAV	0.777917937
GRMZM2G128466	chr8	156521586	DownCNV/PAV	0.849005611
GRMZM2G362471	chr8	157051335	DownCNV/PAV	
GRMZM2G402708	chr8	157266217	DownCNV/PAV	0.787538001
GRMZM2G101080	chr8	157274445	DownCNV/PAV	0.785558773
GRMZM2G005433	chr8	158102309	DownCNV/PAV	0.837815583
AC198923.4_FG002	chr8	158109210	DownCNV/PAV	0.763110008
GRMZM2G353234	chr8	158358555	DownCNV/PAV	0.656740485
GRMZM2G700742	chr8	158359458	DownCNV/PAV	
GRMZM2G460566	chr8	158660198	DownCNV/PAV	0.791685001
GRMZM2G460576	chr8	158662916	DownCNV/PAV	0.574465163
GRMZM2G461186	chr8	158775207	DownCNV/PAV	0.7257472
GRMZM2G515150	chr8	158929678	DownCNV/PAV	0.699500039
GRMZM2G145204	chr8	159761790	DownCNV/PAV	0.714407132
GRMZM2G064933	chr8	159808451	DownCNV/PAV	0.673190886
GRMZM2G364863	chr8	159871185	DownCNV/PAV	0.656527031
AC209073.3_FG002	chr8	160015288	DownCNV/PAV	0.412809683
GRMZM2G180330	chr8	160409862	DownCNV/PAV	0.770809337
GRMZM2G107498	chr8	160935754	DownCNV/PAV	0.880054218
AC183950.2_FG002	chr8	161883304	DownCNV/PAV	
AC183950.2_FG003	chr8	161884161	DownCNV/PAV	0.695340417
GRMZM2G061339	chr8	162092732	DownCNV/PAV	0.572386303
GRMZM2G388834	chr8	162125092	DownCNV/PAV	0.869820476
GRMZM2G068781	chr8	162215186	DownCNV/PAV	
GRMZM2G398473	chr8	162289575	DownCNV/PAV	0.762765168
GRMZM2G371890	chr8	162321173	DownCNV/PAV	0.866720761
GRMZM2G375448	chr8	162368228	DownCNV/PAV	0.478041896
GRMZM2G479610	chr8	162378382	DownCNV/PAV	0.829234248
GRMZM2G700756	chr8	162475968	DownCNV/PAV	
GRMZM2G122057	chr8	162784427	DownCNV/PAV	0.45217261
GRMZM2G439238	chr8	163391808	DownCNV/PAV	
GRMZM2G171996	chr8	163479104	DownCNV/PAV	
GRMZM2G020275	chr8	163872103	DownCNV/PAV	
GRMZM2G700765	chr8	163926611	DownCNV/PAV	
GRMZM2G156285	chr8	164298757	DownCNV/PAV	
GRMZM2G398844	chr8	164493939	DownCNV/PAV	
GRMZM2G033896	chr8	164541652	DownCNV/PAV	
GRMZM2G700771	chr8	165109807	DownCNV/PAV	
GRMZM2G084979	chr8	165365344	DownCNV/PAV	0.880010104
AC232238.2_FG008	chr8	165430828	DownCNV/PAV	0.653811291
GRMZM2G063126	chr8	165562492	DownCNV/PAV	
GRMZM2G074462	chr8	165730445	DownCNV/PAV	0.911126081
GRMZM2G115422	chr8	166097829	DownCNV/PAV	0.875643566
GRMZM2G700788	chr8	166540252	DownCNV/PAV	0.797709027
GRMZM2G700794	chr8	166575538	Both	0.681412859
GRMZM2G700798	chr8	166590456	DownCNV/PAV	
GRMZM2G700800	chr8	166595333	Both	
GRMZM2G023827	chr8	166823290	DownCNV/PAV	0.875699333
GRMZM2G028966	chr8	166872688	DownCNV/PAV	0.710322299
GRMZM2G468140	chr8	167297182	DownCNV/PAV	
GRMZM2G009794	chr8	167665375	DownCNV/PAV	0.803165924
AC205250.3_FG006	chr8	167849461	DownCNV/PAV	
GRMZM2G700803	chr8	167906890	DownCNV/PAV	0.6587219
GRMZM2G026871	chr8	167967772	DownCNV/PAV	
GRMZM2G135362	chr8	168616475	DownCNV/PAV	0.893624179
GRMZM2G036634	chr8	168823067	UpCNV	0.776838829
GRMZM2G700815	chr8	168949140	UpCNV	0.807603574
GRMZM2G091161	chr8	169097197	UpCNV	
GRMZM2G433137	chr8	169503138	DownCNV/PAV	0.841197274
GRMZM2G457782	chr8	169867733	DownCNV/PAV	
GRMZM2G322952	chr8	169907762	DownCNV/PAV	
GRMZM2G475991	chr8	170064165	DownCNV/PAV	
GRMZM2G176117	chr8	170263684	DownCNV/PAV	0.862744683
GRMZM2G139193	chr8	170520411	DownCNV/PAV	0.874183478
GRMZM2G440003	chr8	170523067	DownCNV/PAV	0.816151843
GRMZM2G139141	chr8	170552548	DownCNV/PAV	0.876726512
GRMZM2G159636	chr8	170598223	DownCNV/PAV	0.674444502
GRMZM2G135244	chr8	170680422	DownCNV/PAV	0.866560141
GRMZM2G434425	chr8	170964574	DownCNV/PAV	0.75506471
GRMZM2G133175	chr8	170967403	DownCNV/PAV	0.70207294
GRMZM2G097032	chr8	171724798	DownCNV/PAV	0.934001137
GRMZM2G116273	chr8	171872821	DownCNV/PAV	0.907180826
GRMZM2G034945	chr8	172115856	DownCNV/PAV	0.55487303
GRMZM2G035421	chr8	172151162	DownCNV/PAV	0.927596923
GRMZM2G700832	chr8	172248763	DownCNV/PAV	
AC214352.2_FG012	chr8	172393715	DownCNV/PAV	0.551718259
GRMZM2G082490	chr8	172530547	DownCNV/PAV	0.627605206
GRMZM2G327427	chr8	172582331	DownCNV/PAV	0.698629728
GRMZM2G149104	chr8	173027902	DownCNV/PAV	0.889359642
GRMZM2G470499	chr8	173054374	DownCNV/PAV	0.85825372
GRMZM2G120951	chr8	173624785	DownCNV/PAV	0.6158135
GRMZM2G095634	chr8	173640540	DownCNV/PAV	0.718316236
GRMZM2G120779	chr8	173822422	DownCNV/PAV	0.85545004
GRMZM2G100979	chr9	789597	DownCNV/PAV	
GRMZM2G100965	chr9	802964	DownCNV/PAV	0.453207168
GRMZM2G703044	chr9	1164250	DownCNV/PAV	
GRMZM2G134040	chr9	1478959	DownCNV/PAV	0.7547418
GRMZM2G057672	chr9	2194437	DownCNV/PAV	0.851947707
GRMZM2G406758	chr9	2265599	DownCNV/PAV	0.833171254
GRMZM2G180840	chr9	2711006	Both	
GRMZM2G102494	chr9	4607939	DownCNV/PAV	0.498320609
GRMZM2G152411	chr9	5471607	UpCNV	0.712440362
GRMZM2G307440	chr9	6533025	DownCNV/PAV	0.38295085
GRMZM2G544775	chr9	6661784	DownCNV/PAV	0.865885149
GRMZM2G469489	chr9	6925545	DownCNV/PAV	
GRMZM2G315150	chr9	7206539	DownCNV/PAV	
GRMZM2G080103	chr9	7580167	UpCNV	0.694000117
GRMZM2G371870	chr9	8799401	Both	0.534824194
AC195580.2_FG010	chr9	8896414	UpCNV	
AC188583.4_FG003	chr9	10445132	DownCNV/PAV	0.570645974
GRMZM2G127911	chr9	10946181	DownCNV/PAV	0.868821881
GRMZM2G312736	chr9	11138442	DownCNV/PAV	0.70168189
GRMZM2G703457	chr9	13845076	DownCNV/PAV	0.836536129
GRMZM2G007957	chr9	14794478	DownCNV/PAV	0.837208866
GRMZM2G056256	chr9	15003666	DownCNV/PAV	0.746552884
GRMZM2G328213	chr9	15260533	DownCNV/PAV	0.306582374
GRMZM2G398642	chr9	16003088	DownCNV/PAV	0.457583645
GRMZM2G099363	chr9	16221318	DownCNV/PAV	0.873924154
GRMZM2G131842	chr9	16716483	DownCNV/PAV	
GRMZM2G065453	chr9	16751464	DownCNV/PAV	
AC197699.3_FG005	chr9	16897222	UpCNV	0.804710795
AC197699.3_FG008	chr9	16928317	DownCNV/PAV	0.63538892
AC197699.3_FG010	chr9	16939848	Both	
AC211152.4_FG007	chr9	17374028	DownCNV/PAV	0.883218627
GRMZM2G017761	chr9	17722367	UpCNV	0.916939363
GRMZM2G016855	chr9	17761633	UpCNV	0.863449967
GRMZM2G020418	chr9	17783496	UpCNV	0.81906956
GRMZM2G703591	chr9	18108296	DownCNV/PAV	
GRMZM2G005461	chr9	19193287	DownCNV/PAV	0.864046903
GRMZM2G323413	chr9	20107243	DownCNV/PAV	0.58999581
GRMZM2G173615	chr9	20397964	DownCNV/PAV	0.893402005
GRMZM2G173579	chr9	20400776	DownCNV/PAV	0.730693631
GRMZM2G391473	chr9	20522053	DownCNV/PAV	0.87751281
GRMZM2G103443	chr9	20538573	DownCNV/PAV	
GRMZM2G131421	chr9	20610440	DownCNV/PAV	0.81208569
GRMZM2G144440	chr9	21742539	DownCNV/PAV	0.576414482
GRMZM2G448656	chr9	22098050	DownCNV/PAV	0.868916895
GRMZM2G398341	chr9	22378402	DownCNV/PAV	0.889177761
GRMZM2G473617	chr9	22623534	DownCNV/PAV	
GRMZM2G010768	chr9	23015815	DownCNV/PAV	0.640217098
GRMZM2G321076	chr9	23089777	DownCNV/PAV	0.710201361
GRMZM2G050418	chr9	24402840	DownCNV/PAV	0.87397302
GRMZM2G006973	chr9	24558588	DownCNV/PAV	0.896968484
AC234164.1_FG003	chr9	24908451	DownCNV/PAV	0.747214127
GRMZM2G352108	chr9	25308020	DownCNV/PAV	0.785342352
GRMZM2G703827	chr9	25341418	DownCNV/PAV	
GRMZM2G154146	chr9	26195234	DownCNV/PAV	0.326328092
GRMZM2G475293	chr9	26764467	DownCNV/PAV	0.881229583
GRMZM2G030216	chr9	26772369	DownCNV/PAV	0.883509421
GRMZM2G152025	chr9	26956310	DownCNV/PAV	0.60513296
GRMZM2G426688	chr9	27629625	DownCNV/PAV	0.656744559
GRMZM2G434839	chr9	30551470	UpCNV	0.678291697
GRMZM2G033175	chr9	30572456	DownCNV/PAV	0.881241788
GRMZM2G703903	chr9	30740594	DownCNV/PAV	
GRMZM2G308907	chr9	32423519	UpCNV	
GRMZM2G164248	chr9	32579962	DownCNV/PAV	0.655710805
GRMZM2G165086	chr9	33253208	DownCNV/PAV	0.891806386
GRMZM2G015645	chr9	33532918	DownCNV/PAV	0.813880657
GRMZM2G438129	chr9	34403460	DownCNV/PAV	0.757234436
GRMZM2G109399	chr9	35961422	Both	0.732167122
GRMZM2G065848	chr9	36835473	DownCNV/PAV	0.61324624
GRMZM2G071750	chr9	37276512	DownCNV/PAV	0.876191473
GRMZM2G118873	chr9	37831546	DownCNV/PAV	0.802573746
GRMZM2G400694	chr9	41323660	UpCNV	0.856750435
GRMZM2G704100	chr9	42144873	DownCNV/PAV	
GRMZM2G340619	chr9	42453027	DownCNV/PAV	0.815677225
GRMZM2G704151	chr9	43491005	DownCNV/PAV	0.741151737
GRMZM2G374336	chr9	44361962	DownCNV/PAV	
GRMZM2G374327	chr9	44361964	DownCNV/PAV	
GRMZM2G446666	chr9	44653411	DownCNV/PAV	0.80274352
GRMZM2G704163	chr9	44657532	DownCNV/PAV	
GRMZM2G117166	chr9	45026675	DownCNV/PAV	0.786707808
GRMZM2G177084	chr9	45115392	DownCNV/PAV	0.900720329
GRMZM2G369469	chr9	45317213	DownCNV/PAV	0.817340581
GRMZM2G314125	chr9	45372489	DownCNV/PAV	0.871253471
GRMZM2G464263	chr9	47159338	DownCNV/PAV	0.619801014
AC203423.3_FG009	chr9	47718064	DownCNV/PAV	0.70589865
GRMZM2G324780	chr9	47862119	DownCNV/PAV	0.529427613
GRMZM2G704171	chr9	48120184	DownCNV/PAV	
GRMZM2G086641	chr9	48463241	DownCNV/PAV	0.487561199
GRMZM2G408259	chr9	49879233	DownCNV/PAV	
GRMZM2G457347	chr9	50010886	DownCNV/PAV	0.409017854
GRMZM2G704192	chr9	55375575	DownCNV/PAV	0.671881227
GRMZM2G091635	chr9	56181499	DownCNV/PAV	0.730257177
GRMZM2G393988	chr9	57417584	DownCNV/PAV	0.756460536
GRMZM2G439337	chr9	57537627	DownCNV/PAV	0.755288774
GRMZM2G458118	chr9	59055889	UpCNV	0.54786391
GRMZM2G466517	chr9	59698803	DownCNV/PAV	0.649446055
GRMZM2G074211	chr9	60238466	DownCNV/PAV	0.881139454
GRMZM2G134049	chr9	62242154	DownCNV/PAV	
GRMZM2G414525	chr9	62284972	DownCNV/PAV	
GRMZM2G113883	chr9	62525020	DownCNV/PAV	
GRMZM2G114756	chr9	63207431	DownCNV/PAV	0.747816096
GRMZM2G558324	chr9	63432042	DownCNV/PAV	0.689441871
GRMZM2G143010	chr9	67462755	DownCNV/PAV	0.866166262
GRMZM2G097934	chr9	69216574	DownCNV/PAV	0.869635322
GRMZM2G109388	chr9	69242290	Both	
GRMZM2G470035	chr9	69451619	UpCNV	
GRMZM2G175281	chr9	73195983	DownCNV/PAV	
GRMZM2G161472	chr9	75064203	UpCNV	0.886848083
GRMZM2G704239	chr9	78140565	DownCNV/PAV	0.677797667
GRMZM2G088096	chr9	78470569	DownCNV/PAV	0.646067241
GRMZM2G076613	chr9	80115825	DownCNV/PAV	0.763912089
GRMZM2G704250	chr9	83106099	Both	
GRMZM2G128754	chr9	83198830	UpCNV	0.758462872
GRMZM2G004177	chr9	83607301	DownCNV/PAV	0.486771972
GRMZM2G444039	chr9	84073174	DownCNV/PAV	0.575144545
GRMZM2G106039	chr9	84272073	UpCNV	
GRMZM2G451112	chr9	85219127	DownCNV/PAV	0.6415351
GRMZM2G422948	chr9	85281526	DownCNV/PAV	0.81113794
GRMZM2G337631	chr9	85405779	DownCNV/PAV	0.641744326
GRMZM2G337633	chr9	85486372	DownCNV/PAV	0.555768034
AC234524.1_FG005	chr9	85538935	DownCNV/PAV	0.892863894
GRMZM2G416644	chr9	87101148	DownCNV/PAV	0.581224985
GRMZM2G115486	chr9	87106428	Both	
GRMZM2G171507	chr9	87446294	DownCNV/PAV	0.893051223
GRMZM2G102720	chr9	87731066	DownCNV/PAV	0.567704639
AC211413.4_FG001	chr9	87827808	DownCNV/PAV	0.624603704
GRMZM2G704259	chr9	87910133	DownCNV/PAV	
GRMZM2G704265	chr9	89844588	DownCNV/PAV	0.846425961
GRMZM2G033179	chr9	90965437	DownCNV/PAV	0.856835142
GRMZM2G704270	chr9	92249880	DownCNV/PAV	
GRMZM2G704271	chr9	92250414	DownCNV/PAV	
GRMZM2G160730	chr9	92799938	DownCNV/PAV	0.90784136
GRMZM2G704282	chr9	95538369	UpCNV	
AC212827.3_FG003	chr9	96454251	DownCNV/PAV	
GRMZM2G468428	chr9	96705605	DownCNV/PAV	0.80080736
GRMZM2G092586	chr9	96801941	DownCNV/PAV	0.925845607
GRMZM2G334592	chr9	97224315	DownCNV/PAV	0.837528521
GRMZM2G037485	chr9	97781093	DownCNV/PAV	0.895573682
GRMZM2G146583	chr9	98722859	DownCNV/PAV	0.72756585
GRMZM2G416535	chr9	98913082	DownCNV/PAV	
GRMZM2G111082	chr9	101880369	DownCNV/PAV	0.536989509
GRMZM2G326274	chr9	102012556	DownCNV/PAV	
GRMZM2G704308	chr9	102070664	DownCNV/PAV	0.711551942
GRMZM2G029912	chr9	102124850	DownCNV/PAV	0.909095652
GRMZM2G347931	chr9	102230890	DownCNV/PAV	0.773865115
GRMZM2G458929	chr9	103228688	DownCNV/PAV	0.567737278
GRMZM2G148835	chr9	103644424	DownCNV/PAV	0.72106664
GRMZM2G341698	chr9	104649341	DownCNV/PAV	0.892615381
GRMZM2G704320	chr9	105998430	UpCNV	
GRMZM2G095333	chr9	106212272	DownCNV/PAV	0.852712175
GRMZM2G472087	chr9	106907205	Both	0.548043827
GRMZM2G316073	chr9	108042827	DownCNV/PAV	0.731971761
GRMZM2G479819	chr9	109189685	DownCNV/PAV	
GRMZM2G007754	chr9	109692066	DownCNV/PAV	0.663416774
GRMZM2G300903	chr9	109731585	UpCNV	
GRMZM2G144841	chr9	109981399	DownCNV/PAV	0.86386511
GRMZM2G116452	chr9	110201049	DownCNV/PAV	0.903428099
GRMZM2G339725	chr9	110680071	DownCNV/PAV	
GRMZM2G704345	chr9	110687663	DownCNV/PAV	
AC204827.3_FG003	chr9	111113729	DownCNV/PAV	
GRMZM2G704352	chr9	112393568	DownCNV/PAV	
GRMZM2G013002	chr9	112673312	DownCNV/PAV	0.888171531
GRMZM2G152214	chr9	113323516	DownCNV/PAV	0.810317007
AC234161.1_FG001	chr9	113602476	DownCNV/PAV	
AC234161.1_FG009	chr9	113628519	DownCNV/PAV	0.661492582
GRMZM2G020852	chr9	114254694	UpCNV	0.820881238
GRMZM2G428539	chr9	114467554	DownCNV/PAV	
GRMZM2G439983	chr9	114603752	DownCNV/PAV	0.679317299
AC217887.3_FG003	chr9	117714628	UpCNV	0.822300033
GRMZM2G044180	chr9	118238643	DownCNV/PAV	0.612966135
GRMZM2G345240	chr9	118251819	UpCNV	
GRMZM2G057865	chr9	118657559	DownCNV/PAV	0.906289979
GRMZM2G078924	chr9	119641418	DownCNV/PAV	0.444469775
GRMZM2G448756	chr9	120018675	DownCNV/PAV	
GRMZM2G007426	chr9	120139249	DownCNV/PAV	0.712591052
GRMZM2G124409	chr9	120303332	DownCNV/PAV	0.77517799
GRMZM2G097524	chr9	120395939	DownCNV/PAV	0.823088467
GRMZM2G113866	chr9	120423356	DownCNV/PAV	0.917359916
GRMZM2G114820	chr9	120567997	DownCNV/PAV	0.327558255
GRMZM2G415793	chr9	120577723	DownCNV/PAV	0.870201516
GRMZM2G047546	chr9	120676713	DownCNV/PAV	0.647929618
GRMZM2G043958	chr9	121503689	DownCNV/PAV	0.269738146
GRMZM2G343856	chr9	121518301	DownCNV/PAV	0.578613583
AC207309.3_FG010	chr9	121611010	UpCNV	0.848450824
GRMZM2G704421	chr9	121707391	UpCNV	
GRMZM2G313529	chr9	122972808	DownCNV/PAV	
